Unnamed: 0,statement,type
1323,sick burn i think i will stick to mocking trump cultist sheep it is more fun,SARCASM
619,suffering from chronic depression,NEGATIVE
275,welcome home,POSITIVE
683,i have been suffering with depression and anxiety for the last 9 years and i finally scheduled an appointment with my doctor to get help here is hoping it gets better,NEGATIVE
872,depression sucks,NEGATIVE
790,11 symptoms of depression in men and how they differ from those in women via learningmind1   learningmind,NEGATIVE
796,avoid anxiety and depression by knowing these things,NEGATIVE
253,thanks,POSITIVE
365,you will have to very careful what you are tweeting,POSITIVE
563,haha but all joking aside folx i only masturbate anymore for the free serotonin because i still have a major anxiety and depression problem emoji dizzy symbol,NEGATIVE
1340,but but but hillary used a private email server took money 4 speech drain the swamp,SARCASM
726,should mothers avoid nighttime breastfeeding to decrease their risk of depression free handout share and print breastfeeding nursing sleep mother baby,NEGATIVE
352,anyone giving away an iphone lol i really want one anyone generous =,POSITIVE
655,not sure about something this extreme but the reasoning makes perfect sense would like a study about anxiety as well use infants with colic or other associated digestive issues v healthy kidstrack them and see which ones develop anxieties  depression,NEGATIVE
276,todd = saviour goodnight facebook,POSITIVE
996,once i beat depression start eating healthy graduate with my phd start making bank and make fall madly in love with me it is all over for you bitches,NEGATIVE
1190,is not muhammed considered the great deceiver to satan in christian bible i do not trust them,SARCASM
1435,big ot ry noun intolerance toward those who hold different opinion from oneself fit your comment perfectly,SARCASM
973,moms depression tied to kids emotional intellectual development pictwittercom jbdhlxyogi,NEGATIVE
835,i need a camping fest at least once a month cuz okeechobee only temporarily cured my depression nothing compares to the pure happiness reality sucks,NEGATIVE
962,i am so happy i found and followed elizabeth her tweets are like medication for depression,NEGATIVE
681,tension anger depression fatigue and vitality and they all start in your gut gutbrainlink pictwittercom wufoojieue,NEGATIVE
940,big shout out to past me for being too pussy to actually commit suicide because my life has literally never been better and i can not stop thinking about everything i would have missed out on if i had let my depression fool me into thinking there was nothing left for me here,NEGATIVE
551,would someone like to cure my depression and give me 5,NEGATIVE
1428,brit living abroad tell me they have left the uk due to too many foreigner who do not speak english,SARCASM
481,chinchillas are amazing but loaf is one of a kind,POSITIVE
685,do not worry you are not the only one if you feel you have clinical depression i know a friend who can help,NEGATIVE
1089,you are a high school drop out on welfare you are not qualified impugn anyones intelligence,SARCASM
1336,update it is just a broken user profile bad news the create new user option is one of the thing that doe not work good news i would created an account for my daughter year ago logged in with that and everything work great now to get my profile fixed replaced,SARCASM
52,well it is definitelly worth trying you will notice the difference but it is not my favorite neither,POSITIVE
133,relaxing before guests come hope everyone likes the food  i know morton will not have made plain rice for him,POSITIVE
555,you are not crap that is probably your depression talking,NEGATIVE
1101,since the internet socializing ourselves to be anti social through social medium,SARCASM
1052,right we should definitely be listening to you louise you just know thing,SARCASM
868,depression ah are you feeling okay it is okay to be sad just do not forget you have people who care about you,NEGATIVE
1302,we simply want to be left alone to live work they want to not leave you alone but to control you the,SARCASM
767,a mind of your own wants to teach women that depression can be taught in a healthy holistic way read more pictwittercom ovkpcgjj6v,NEGATIVE
1354,if br exit wa a protest vote against the establishment why is it that the deepest established of all are getting to it do their way,SARCASM
192,going old schoolplaying super mario brothers,POSITIVE
960,i added a video to a playlist funniest video make fun of transgender i have crippling depression,NEGATIVE
1281,when lit all trump product are made there,SARCASM
949,lol of course two days before the big weekend my depression flares up and i remember its there,NEGATIVE
688,depression and anxiety is so real ,NEGATIVE
819,what you can say if you see my self harm scarsmentalhealth mentalhealthawareness selfharm depression bipolar stampoutstigma endthestigma,NEGATIVE
230,i recently did a matrix trilogy sittingthat was tiring but awesome matrix trilogy is my favorite sci fi film story,POSITIVE
149,is going to hang out with my two favorite people now,POSITIVE
945,_the concept of recovery is misunderstood by many including professionals it is not about whatever *it* is diagnosis wise it is about managing and adjusting as we know depression can remain in various ways or come back or actually bipolar depression,NEGATIVE
1215,and yet you are the one who refuse to acknowledge the result of our election s lack of self awareness,SARCASM
1018,welp look at what wa taken at game 5 earlier in the series own it ohhh the burn,SARCASM
1249,of mizzou fan worry about ku football because they have nothing to speak about w their team,SARCASM
152,and thanks for following,POSITIVE
1120,you have won it all by bloody cheating come to mind,SARCASM
474,awesome i am glad you liked it i am so jealous,POSITIVE
1109,high quality material do not allow you to price it lower of course it is not by corning we just like to use name of our strategic partner randomly,SARCASM
229, thank you * huge hugs *,POSITIVE
484,awesome and here is to a great week,POSITIVE
122,that sounds like a pretty good night to me,POSITIVE
638,went into depression mode for ab 5 months glad i am doing better i swear that was the worst could not eat could not sleep i was surrounded by people but stilll felt empty like nobody was on my side i would not wish it on nobody my dawg being gone really fucked my head up emoji sneezing faceemoji hundred points symbol,NEGATIVE
180,yeah now that i am done puking crown and coke,POSITIVE
223,you a learn,POSITIVE
1201,the good news he won t complain about how sore he is all week after putting this up,SARCASM
1176,sorry thought you catholic had a sense of humor,SARCASM
356,getting ready to go to a bbq at my baby daddys house with his wife and our kidscrazy huh peacerockin the bob marley tee and some js,POSITIVE
394,  bden its that your new puppy he so cute i love this pic,POSITIVE
1473,because the gop ha been soooo much better in addressing the need of minority community,SARCASM
41,yeah there are so many of us angry feeters tims that good lol i have been good i go on i just have not posted for a while,POSITIVE
513,this kind of reminds me of when of was suffering from depression and after i got help i decided to chop off my hair there is a study on people who suffer a dramatic event often chose to get a dramatic hair change after to recover,NEGATIVE
991,hi beth i totally see self esteem as linked with anxiety and depression whether it causes it or is caused by it i am not sure but they are certainly interconnected have you tried chloe brotheridges calmer you podcast the first one deals a lot with self help and self love,NEGATIVE
1395,biden whom work with republican to pas right wing legislation joe biden who said paul ryan wa right to want to cut social security and medicare would never pick a rep vp to restore the soul of a nation,SARCASM
130,good mornin folks i think i will make a couple of home made egg mcmuffins to go with this excellent coffee on this clear sunny 58* mornin,POSITIVE
923,exercising regularly cuts risk of depression by 16 study suggestsits the best medicine hands down pictwittercom 0bqk7k3z5y,NEGATIVE
617,no he did not by time dubyas budget ended debt was near 12 trilplus another ~2tril on ws unfunded mandates that were brought on books plus decline of revenue &countercycle spending so great repub recession did not turn into another great repub depression,NEGATIVE
530,how do i move on when my depression clouds over any enjoyment i usually feel from my own activities,NEGATIVE
997,when you google why your uterus is doing what it is doingymptoms extreme pain exhaustion depression difficult concentrating unmanageable emotions etc etc etc treatments water vitamins,NEGATIVE
38,cupcake heaven check out the shop nice design weird contact info popup tho,POSITIVE
741,i want to be able to take a break from the internet to help my depression but i can not i am already addicted to it like a drug and a lot of my school stuff depends on it i can not run away,NEGATIVE
591,what stereotype do you think you completely live up to um probably that millennials are lazy entitled etc i totally am oh and the whole depression,NEGATIVE
1126,this is what i say about donald trump everyday mind blown oops,SARCASM
170,i am still sitting here maybe i will go get some air i seriously need help my life is almost as cluttered as my room,POSITIVE
1470,lol there r many serious issue in ghy n they are running after a park,SARCASM
476,nope,POSITIVE
