Unnamed: 0,type,statement
4202,neutral,you will enjoy this our fleet on fleek http tco thcrkurt
4082,neutral,thanks suggestion stop the promo message after a bit and just run music amp a msg that say call volume is high vrm
950,negative,is utterly unreliable they did not schedule a pilot for their u flight out of seattle flight are delayed usairwaysfail
1788,neutral,is it possible to upfare to p a segment where i have a gpu waitlisted
1346,negative,why is there no contact email for customer complaint
3546,neutral,i have a flight am from fort lauderdale to bwi can i cancelled flight that flight flight trip i would
3942,neutral,when will you release flight for february
1403,negative,they could be seen if your horrible customer service group would actually update the information never fly american again
266,negative,thanks for getting back to me but i will find other airline in the future
1401,negative,hour no agent should i keep waiting
665,positive,you guy are awesome thanks
358,negative,still cricket from customer service
4740,positive,karen with customer service wa very helpful thank you for providing one bright spot in a frustrating situation
1677,neutral,ua flight sfo to lax took my carry on at gate i am group overhead bin are empty
620,negative,did i mention that i wa on the plane so is my luggage my luggage that i am not going to have for how many day
4375,positive,got it taken care of thank you lt
276,negative,a it always is help to communicate to customer
169,negative,flight cancelled flightled today now we have been on hold for over an hour
440,negative,have you considered adding the we will call you back when we have someone free feature to your support line
1014,positive,i am in a session presented by one of your beloved traveler i see why you love him so much http tco vvcfyhkvb
5906,positive,everythings good now brothaaaaaa
4634,positive,great
2380,neutral,plane veers off runway at icy dallas airport http tco dwvdvqxbb
5732,positive,just gave me ticket to see at on saturday i can not even right now haha thank you
662,neutral,even with the multiplier the ticket price will still never equal the amount of mile you travel even for transatlantic flight
4201,positive,the chair could use some tlc and more power outlet in the area would be a bonus headed to
235,negative,you suck big donkey ball
4573,neutral,airway corporation insider trading update rock hill daily http tco vvzksmfkvw
5865,positive,great flight got u back on time thanks
529,positive,it wa booked through work but added upgrade on seat need the upgrade receipt
2348,positive,thank you for a great flight in gfc cheer http tco nvlnglnmgn
89,neutral,no did not catch his name i am sure jason will know
1228,positive,glad it wa finally resolved too too bad i can not get a free voucher to go with mine so i can have a friend travel next time
1198,negative,hah best flight attendant response if you not happy getting screwed over you have other carrier hahahah pathetic
2663,positive,keep going back and forth with being able to board and then not but great agent in savannah
866,neutral,is it a temporary site glitch or are you no longer offering flight from grr to geg after feb can not find any online
4,negative,so our flight into ord wa delayed because of air force one but the last flight to sbn is at min from now we just landed
1029,negative,appreciate what you have done on your end to make this right but still unhappy with initial incident will be calling
9,positive,yeah haha never been in one it is expensive and we will so much fun destinationdragons
1576,negative,here is to sitting on hold for hr flight cancelled flighted and they disconnect twice fendurself stranded diverted
907,positive,thank you for getting our daughter home when cancelled flightled all their flight to nashville
876,neutral,okay thanks
2557,positive,thanks for taking care of me today michele rocked the customer service gate hou
