index,type,statement
1450,neutral,name correct on original confirmation but spelled wrong on check in reminder first name and mi run together because for concern
1141,negative,absolutely no worries i am just never flying with you again ever even i have to hitch hike cross country passengersarepeople
1828,neutral,really caring
910,negative,nope not here you need a little red stamp from the counter check yourself before you wreck yourself son httpskeptical_annoyed_undecided_uneasy_or_hesitant tco 0prgysvurm
1769,neutral,k but who won destination dragons
732,positive,no space in my seat but thanks to your pilots i am back 25mn early to ohare did not think that was possible sna2ord 1644
2667,neutral,destinationdragons any tix to spare i want to go see the show on friday in la with my friend 
1602,positive,glad you like it feel free to steal it
5198,positive,got to love those skycaps solving problems faster than anyone else in the terminal and they did it with a smile on their face
304,neutral,hilarious flight attendants on vegas to detroit tonight httpskeptical_annoyed_undecided_uneasy_or_hesitant tco nw7vx7dgmf
857,neutral,there is only one flt phl crw per day
602,negative,none of your sample itineraries can actually be booked httpskeptical_annoyed_undecided_uneasy_or_hesitant tco mf7rabgn8a every last leg back to us says invalid
5977,positive,your attendants at the atl airport are awesome very helpful with all the cancelled flightlations this morning
4033,positive,i think this is the best first class i have ever gotten denver to lax and it is wonderful
551,negative, i know you are dealing with the weather but is a hot mess pls send reinforcements
364,negative, on unscheduled aircraft change please have a better system in place not worth the paid upgrade refund
974,negative,but have been yet to receive assistance from one of your agents in securing a new connection many will now miss work tomorrow
1463,neutral,saturday this morning man dies from ebola httpskeptical_annoyed_undecided_uneasy_or_hesitant tco hxvvis0vww
4537,positive,i hope you like the photo happy_face_or_smiley httpskeptical_annoyed_undecided_uneasy_or_hesitant tco p7fsluxegw
1069,neutral,phew did it pant wheezeconfusion httpskeptical_annoyed_undecided_uneasy_or_hesitant tco zpz78poeon
417,negative,unfortunately had a bad experience flying with you on saturday inpolite crew bad delays
4456,neutral,thank you and next flight to durango then driving to farmington new mexico for work but hitting the slopes in durango
1973,neutral,please arrange someone at the arriving gate of flight 5957 to chicago for either a refund or first class upgrade
3207,neutral,thank you
5,negative,why did you load us in this flying sardine can if you knew the pilots were 2 hours late flight incompetent beyond belief
4496,neutral,no as channel this year
941,negative,my flight got cancelled flightled to charlotte been on hold for an hour pls pick up
5052,positive,awesome thanks on hold now
2673,neutral,i am buying 2 yo own seat on 3 legs of intl trip car seat required if not  then allowed can child still sit w mom after takeoff
1689,neutral,the saga continues
1431,negative,has no customer service via phone or in person just a stone wall with a giant middle finger painted on it
128,negative,they are now being sent off the plane does anyone at jetblue have a clue
1157,positive,would also like say kind move on adding the points 
1131,negative,you are the worst airline ever figure out the merger dontmakemegooutside
1334,neutral,currently on  my new robotic love doll reminded heavily of s bit about them hence an excuse to say huxleyesque
231,positive,i love my companion pass qualified 4th yearconfusion hollymais
233,neutral,boarding passes now compatible with iphone passbook httpskeptical_annoyed_undecided_uneasy_or_hesitant tco 1esmmnizek
3123,neutral,got through on the phone usair cancelled flightled her return flights because she missed a flight on her way out they took care of it
2432,positive,thank you for doing the best you could to get me rebooked agent on phone &amp addtl resolution on dm was very much appreciated
4489,neutral,but virgin has wifi
1686,neutral,when is next lax jfk flight today
1511,negative,you suck flight delayed equipment probs again miss connection by 2 minutes and you will not let us on even though it is at the gate
1455,positive,you are one great airline
346,negative,can i get any kind of update on the delayed flight from boston to houston at 7happy_face_smiley0 really need to be back home tonight
687,negative,httpskeptical_annoyed_undecided_uneasy_or_hesitant tco hj5kq82chn however is completely under your controlthe price was and still is displayed on httpskeptical_annoyed_undecided_uneasy_or_hesitant tco hj5kq82chn
1575,positive,service by staff was great as usual cleanliness and smells a bit much i will be back satisfied traveler
3267,positive,i dmd my confirmation code thanks again for your help mommy daddy and kids appreciate it
4758,positive,was nice to see your veterans advantage program at the gate on sunday mcokeep up the good work at jetblue
5702,positive,flight to rsw tonight  me &amp twin 3 year olds a pilot who was in row by me stayed to help me get the boys &amp bags off lifesaver
503,neutral,after speaking to a united customer service rep the night before a flight confirming that everything is ok with your reservation
1238,neutral,could you check if there is svu space on aa199 mtongue_sticking_out_cheeky_playful_or_blowing_a_raspberry jfk feb 28th thanks
571,negative,why do not you ever print my known traveler number on my ticket because of this i never get to use the tsa prescreen i paid for
319,negative,after multiple attempts i was finally able to submit them late flight last night
773,negative,well perhaps you could highlight where that is stated we travel between canada &amp usa on united with only nexus
1786,neutral,is hiring for their emerging leader development program  last day to apply is today apply here httpskeptical_annoyed_undecided_uneasy_or_hesitant tco jlhm0x7ukb
4563,neutral,please help left my ipad air 2 on my flight from nyc to paris yesterday and can not get in touch with anyone locally what to do
2778,neutral,can i bring my dog on board
